"IRSZ","CíMHELY NEVE","JELLEGE","VÁROSRÉSZ","1.SZÁM","1.JEL","2.SZÁM","2.JEL"
6757,"Gyékényesi          ","út","Gyálarét",0,,0,
6727,"Gyémánt             ","utca",,0,,0,
6726,"Gyergyói            ","utca",,0,,0,
6722,"Gyertyámos          ","utca",,0,,0,
6728,"Gyevi","tanyák",,0,,0,
6723,"Gyevi               ","utca",,0,,0,
6723,"Gyík                ","utca",,0,,0,
6726,"Gyimesi             ","utca",,0,,0,
6791,"Gyömbér","utca","Kiskundorozsma",0,,0,
6791,"Gyöngyöspata        ","utca","Kiskundorozsma",0,,0,
6724,"Gyöngytyúk          ","utca",,0,,0,
6723,"Gyöngyvirág         ","utca",,0,,0,
6753,"Gyöp                ","sor","Tápé",0,,0,
6771,"Győzelem            ","tér","Szőreg",0,,0,
6728,"Gyula               ","utca",,0,,0,
6791,"Gyuris              ","utca","Kiskundorozsma",0,,0,
6728,"Gyümölcs            ","utca",,0,,0,
6753,"Gyűszű","utca","Tápé",0,,0,
6791,"Hajdú               ","utca","Kiskundorozsma",0,,0,
6723,"Hajlat              ","utca",,0,,0,
6725,"Hajnal              ","utca",,0,,0,
6753,"Hajnalka","utca","Tápé",0,,0,
6722,"Hajnóczy            ","utca",,0,,0,
6723,"Hajós               ","utca",,0,,0,
6726,"Haladás             ","utca",,0,,0,
6753,"Halas               ","utca","Tápé",0,,0,
6721,"Háló                ","utca",,0,,0,
6791,"Hám                 ","utca","Kiskundorozsma",0,,0,
6727,"Hangos              ","utca",,0,,0,
6729,"Hangya","utca","Tompasziget",0,,0,
6729,"Harangláb           ","utca",,0,,0,
6753,"Harangvirág","utca","Tápé",0,,0,
6710,"Harcos              ","utca","Szentmihály",0,,0,
6726,"Hargitai            ","utca",,0,,0,
6725,"Harmat              ","utca",,0,,0,
6726,"Hársfa              ","utca",,0,,0,
6710,"Hasító              ","köz","Szentmihály",0,,0,
6725,"Határőr             ","utca",,0,,0,
6726,"Hátszegi            ","utca",,0,,0,
6725,"Hattyas             ","utca",,0,,0,
6723,"Hattyú              ","utca",,0,,0,
6791,"Hegedű              ","utca","Kiskundorozsma",0,,0,
6728,"Hegyközség          ","utca",,0,,0,
6726,"Héja                ","utca",,0,,0,
6753,"Heller              ","köz","Tápé",0,,0,
6726,"Herke               ","utca",,0,,0,
6725,"Hernyós             ","utca",,0,,0,
6724,"Hétvezér            ","utca",,0,,0,
6720,"Híd                 ","utca",,0,,0,
6728,"Hídverő             ","utca",,0,,0,
6725,"Hiúz","utca",,0,,0,
6723,"Hóbiárt basa        ","utca",,0,,0,
6725,"Hold                ","utca",,0,,0,
6723,"Holló               ","utca",,0,,0,
6710,"Holt-Tisza          ","sor","Szentmihály",0,,0,
6725,"Homok               ","utca",,0,,0,
6723,"Homonnai            ","utca",,0,,0,
6726,"Homoródi            ","utca",,0,,0,
6753,"Honfoglalás         ","utca","Tápé",0,,0,
6723,"Hont Ferenc         ","utca",,0,,0,
