"IRSZ.","CíMHELY NEVE","JELLEGE","VÁROSRÉSZ","1.SZÁM","1.JEL","2.SZÁM","2.JEL"
7635,"Károlyi Mihály      ","utca",,0,,0,
7635,"Karvaly             ","dűlő",,0,,0,
7623,"Kassa               ","utca",,0,,0,
7632,"Kassák Lajos        ","utca",,0,,0,
7630,"Kastély","utca",,0,,0,
7626,"Katalin             ","utca",,0,,0,
7628,"Katona József       ","utca",,0,,0,
7630,"Katus","utca",,0,,0,
7621,"Kazinczy            ","utca",,0,,0,
7634,"Kecske              ","domb",,0,,0,
7628,"Kedves              ","utca",,0,,0,
7632,"Keleti kőhíd        ","dűlő",,0,,0,
7629,"Keller János        ","utca",,0,,0,
7636,"Kéméndi             ","sor",,0,,0,
7631,"Kemény Zsigmond     ","utca",,0,,0,
7693,"Kenderfonó          ","utca","Hird",0,,0,
7636,"Kenderföld          ","utca",,0,,0,
7628,"Kénes               ","út",,0,,0,
7633,"Kerényi Károly      ","utca",,0,,0,
7627,"Kert                ","utca",,0,,0,
7634,"Kertes              ","dűlő",,0,,0,
7632,"Kertész             ","utca",,0,,0,
7631,"Kertszéli           ","út",,0,,0,
7632,"Kertváros           ","utca",,0,,0,
7636,"Kerülő              ","út",,0,,0,
7634,"Keskeny             ","dűlő",,0,,0,
7632,"Keszüi              ","út",,0,,0,
7634,"Kétágú              ","utca",,0,,0,
7629,"Kígyó               ","utca",,0,,0,
7630,"Kilincs","utca",,0,,0,
7628,"Kinizsi             ","utca",,0,,0,
7631,"Kintye","dülő",,0,,0,
7621,"Király              ","utca",,1,,51,
7621,"Király              ","utca",,2,,48,
7626,"Király              ","utca",,-3,,0,
7636,"Kis                 ","utca",,0,,0,
7691,"Kis                 ","köz","Vasas",0,,0,
7630,"Kisbalokány         ","dűlő",,0,,0,
7625,"Kisboldogasszony    ","utca",,0,,0,
7635,"Kisdeindol","tető",,0,,0,
7635,"Kisdeindol          ","dűlő",,0,,0,
7635,"Kisdeindol          ","köz",,0,,0,
7635,"Kisdeindol-hegyhát  ","dűlő",,0,,0,
7635,"Kisdeindol-hegyhát  ","köz",,0,,0,
7635,"Kisdeindoli         ","út",,0,,0,
7621,"Kisfaludy Sándor    ","utca",,0,,0,
7621,"Kisflórián          ","utca",,0,,0,
7628,"Kisgyőr","iskola",,0,,0,
7629,"Kishegyi            ","dűlő",,0,,0,
7628,"Kiskerti","dülő",,0,,0,
7630,"Kiskőszeg           ","utca",,0,,0,
7634,"Kislőtér            ","utca",,0,,0,
7634,"Kis-máli            ","út",,0,,0,
7634,"Kismélyvölgy        ","dűlő",,0,,0,
7634,"Kismélyvölgy-hegyhát","dűlő",,0,,0,
7627,"Kispiricsizma       ","dűlő",,0,,0,
7631,"Kispostavölgy","tető",,0,,0,
7631,"Kispostavölgyi","út",,0,,0,
7636,"Kis-réti            ","út",,0,,0,
7626,"Kiss Ernő           ","utca",,0,,0,
7631,"Kiss János          ","utca",,0,,0,
7625,"Kiss József         ","utca",,0,,0,
7635,"Kisszkókó           ","dűlő",,0,,0,
7628,"Klapka              ","utca",,0,,0,
7624,"Klimó György        ","utca",,0,,0,
7624,"Kóczián Sándor      ","utca",,0,,0,
7634,"Kócsag              ","köz",,0,,0,
7634,"Kócsag              ","utca",,0,,0,
7624,"Kodály Zoltán       ","utca",,0,,0,
7634,"Kodó","dülő",,0,,0,
7632,"Kodolányi János     ","utca",,0,,0,
7630,"Koksz               ","utca",,0,,0,
7626,"Koller              ","utca",,0,,0,
7628,"Kolónia             ","utca",,0,,0,
7623,"Kolozsvár           ","utca",,0,,0,
7634,"Koma                ","dűlő",,0,,0,
7629,"Komjáth Aladár      ","utca",,0,,0,
7628,"Komlói              ","út",,-3,,0,
7629,"Komlói              ","út",,1,,69,
7629,"Komlói              ","út",,2,,58,
7622,"Kopács              ","utca",,0,,0,
7624,"Kórház              ","tér",,0,,0,
7627,"Kórház              ","utca",,0,,0,
7629,"Kormoskősor","sor",,0,,0,
7634,"Korsó               ","dűlő",,0,,0,
7634,"Korsó               ","utca",,0,,0,
7693,"Kosártanya          ","tanya","Hird",0,,0,
7621,"Kossuth             ","tér",,0,,0,
7693,"Kosztolányi Dezső   ","utca","Hird",0,,0,
7635,"Kotyogó             ","dűlő",,0,,0,
7634,"Kovács Béla         ","utca",,0,,0,
7634,"Kovácstelepi","sportpálya",,0,,0,
7628,"Kozári","vadászház",,0,,0,
7635,"Kőbánya             ","dűlő",,0,,0,
7691,"Kőbánya             ","utca","Vasas",0,,0,
7632,"Kőhíd","tér",,0,,0,
7635,"Kökényes            ","köz",,0,,0,
7639,"Kökénypuszta",,,0,,0,
7629,"Kölcsey Ferenc      ","utca",,0,,0,
7626,"Könyök              ","utca",,0,,0,
7627,"Körmöcz             ","utca",,0,,0,
7631,"Körömvirág          ","utca",,0,,0,
7629,"Kőrös               ","utca",,0,,0,
7633,"Kőrösi Csoma Sándor ","utca",,0,,0,
7635,"Körtés              ","köz",,0,,0,
7635,"Köves               ","köz",,0,,0,
7631,"Köves-földi         ","út",,0,,0,
7693,"Köveshegy           ","utca","Hird",0,,0,
7634,"Kővirág             ","utca",,0,,0,
7635,"Középdeindol        ","köz",,0,,0,
7635,"Középdeindol-hegyhát","út",,0,,0,
7635,"Középdeindoli       ","út",,0,,0,
7627,"Középgyükési        ","út",,0,,0,
7628,"Közép-hegy","dülő",,0,,0,
7635,"Középmakár          ","dűlő",,0,,0,
7632,"Közraktár           ","utca",,1,,7,
7633,"Közraktár           ","utca",,-3,,0,
7623,"Köztársaság         ","tér",,0,,0,
7632,"Krisztina           ","tér",,0,,0,
7628,"Krúdy Gyula         ","utca",,0,,0,
7691,"Kulcsos csárda      ",,"Vasas",0,,0,
7631,"Kultúrház           ","utca",,0,,0,
7627,"Kun                 ","utca",,0,,0,
7628,"Kunkori","köz",,0,,0,
7691,"Kút                 ","utca","Vasas",0,,0,
7635,"Kutas               ","köz",,0,,0,
7634,"Kutató              ","dűlő",,0,,0,
7691,"Kültelek (Vasas)       ",,"Vasas",0,,0,
7693,"Kültelek (Hird)          ",,"Hird",0,,0,
7622,"Külvárosi","pályaudvar",,0,,0,
7624,"Kürt                ","utca",,0,,0,
7632,"Lahti               ","utca",,0,,0,
7634,"Lajkó               ","köz",,0,,0,
7627,"Lámpásvölgyi        ","út",,0,,0,
7626,"Lánc                ","utca",,0,,0,
7634,"Lankás              ","út",,0,,0,
7622,"Laskó               ","utca",,0,,0,
7632,"László              ","utca",,0,,0,
7636,"Laufer              ","dűlő",,0,,0,
7633,"Lázár Vilmos        ","utca",,0,,0,
7691,"Legény              ","utca","Vasas",0,,0,
7622,"Légszeszgyár        ","utca",,0,,0,
7628,"Lehel               ","utca",,0,,0,
7628,"Lejtő","dülő",,0,,0,
7626,"Lenke               ","utca",,0,,0,
7635,"Lepke               ","dűlő",,0,,0,
7634,"Levendula           ","utca",,0,,0,
7691,"Liget               ","utca","Vasas",0,,0,
7634,"Liliom              ","utca",,0,,0,
7622,"Liszt Ferenc        ","utca",,0,,0,
7632,"Littke József       ","utca",,0,,0,
7632,"Lívia               ","utca",,0,,0,
7622,"Lokomotív           ","utca",,0,,0,
7632,"Lomb                ","utca",,0,,0,
7625,"Losonc              ","utca",,0,,0,
7633,"Lotz Károly         ","utca",,0,,0,
7623,"Lovarda             ","utca",,0,,0,
7631,"Lovász Pál          ","tér",,0,,0,
7623,"Lőcse               ","utca",,0,,0,
7632,"Lőtér               ","utca",,0,,0,
7634,"Lőtér               ","dűlő",,0,,0,
7633,"Lugos               ","utca",,0,,0,
7621,"Lyceum              ","utca",,0,,0,
7691,"M.                  ","utca","Vasas",0,,0,
7623,"Madách Imre         ","utca",,0,,0,
7633,"Madarász Viktor     ","utca",,0,,0,
7629,"Madas József        ","utca",,0,,0,
7625,"Magaslati           ","út",,0,,0,
7630,"Magtár","utca",,0,,0,
7625,"Magyar              ","utca",,0,,0,
7633,"Magyar Lajos        ","utca",,0,,0,
7634,"Magyarürögi         ","út",,2,,150,
7634,"Magyarürögi         ","út",,1,,179,
7635,"Magyarürögi         ","út",,-3,,0,
7626,"Major               ","utca",,0,,0,
7625,"Majorossy Imre  (Dr.)     ","utca",,-3,,0,
7621,"Majorossy Imre (Dr.)      ","utca",,1,,19,
7621,"Majorossy Imre (Dr.)      ","utca",,2,,16,
7625,"Majtényi Ferenc     ","utca",,0,,0,
7627,"Május 1.            ","utca",,0,,0,
7635,"Makár","tető",,0,,0,
7635,"Makár-tető           ","dűlő",,0,,0,
7634,"Makay István        ","út",,0,,0,
7634,"Makkos              ","dűlő",,0,,0,
7634,"Makra               ","dűlő",,0,,0,
7634,"Makra-tető          ","dűlő",,0,,0,
7691,"Máladó              ","utca","Vasas",0,,0,
7632,"Maléter Pál         ","út",,0,,0,
7624,"Málna               ","utca",,0,,0,
7634,"Malom-cseri         ","út",,0,,0,
7636,"Málom-hegyi         ","út",,0,,0,
7636,"Málomi              ","szőlőhegy",,0,,0,
7632,"Málomi              ","út",,0,,0,
7634,"Malomvölgy","völgy",,0,,0,
7636,"Malomvölgyi         ","út",,0,,0,
7634,"Mályva              ","utca",,0,,0,
7625,"Mandula             ","utca",,0,,0,
7635,"Mandulás            ","köz",,0,,0,
7631,"Mánfai","dülő",,0,,0,
7628,"Margit              ","utca",,0,,0,
7634,"Mária","köz",,0,,0,
7621,"Mária               ","utca",,0,,0,
7634,"Mária               ","dűlő",,0,,0,
7623,"Marosvásárhely      ","út",,0,,0,
7623,"Mártírok            ","útja",,0,,0,
7626,"Márton              ","utca",,0,,0,
7627,"Marx                ","út",,0,,0,
7627,"Matakovits          ","utca",,0,,0,
7630,"Matheovits Ferenc","út",,0,,0,
7631,"Mátyás Flórián      ","tér",,0,,0,
7621,"Mátyás király       ","utca",,0,,0,
7691,"Mázsaház            ","utca","Vasas",0,,0,
7625,"Mecsek              ","utca",,0,,0,
7635,"Mecsekszentkút",,,0,,0,
7635,"Mecsekszentkút","erdészház",,0,,0,
7636,"Mécsvirág           ","utca",,0,,0,
7635,"Meggyes             ","köz",,0,,0,
7624,"Meggyfa             ","utca",,0,,0,
7621,"Megye               ","köz",,0,,0,
7621,"Megye               ","utca",,0,,0,
7623,"Megyeri             ","tér",,0,,0,
7623,"Megyeri             ","út",,2,,46,
7623,"Megyeri             ","út",,1,,51,
7632,"Megyeri             ","út",,-3,,0,
7632,"Melinda             ","utca",,0,,0,
7628,"Mélyút","dülő",,0,,0,
7634,"Menta               ","dűlő",,0,,0,
7634,"Menta-köz",,,0,,0,
7625,"Menyhért            ","utca",,0,,0,
7634,"Meredek             ","dűlő",,0,,0,
7635,"Meredek             ","köz",,0,,0,
7691,"Mérleg","utca","Vasas",0,,0,
7628,"Mérő","köz",,0,,0,
7631,"Mester              ","utca",,0,,0,
7627,"Meszes              ","dűlő",,0,,0,
7630,"Mészkemence         ","utca",,0,,0,
7623,"Mezőszél            ","utca",,0,,0,
7634,"Mezsgye             ","dűlő",,0,,0,
7625,"Mihály              ","utca",,0,,0,
7624,"Mikes Kelemen       ","utca",,0,,0,
7625,"Miklós              ","utca",,0,,0,
7634,"Mikolai             ","út",,0,,0,
7625,"Mikszáth Kálmán     ","utca",,1,,19,
7625,"Mikszáth Kálmán     ","utca",,2,,20,
7635,"Mikszáth Kálmán     ","utca",,-3,,0,
7635,"Miléva              ","út",,0,,0,
7631,"Milinkó             ","dűlő",,0,,0,
7634,"Minda               ","utca",,0,,0,
7635,"Misina","tető",,0,,0,
7624,"Mogyorós            ","köz",,0,,0,
7630,"Mohácsi             ","út",,0,,0,
7630,"Mókus               ","utca",,0,,0,
7634,"Monostor            ","utca",,0,,0,
7632,"Móra Ferenc         ","utca",,0,,0,
7623,"Móré Fülöp          ","utca",,0,,0,
7622,"Móricz Zsigmond     ","tér",,0,,0,
7623,"Móricz Zsigmond     ","utca",,0,,0,
7621,"Munkácsy Mihály     ","utca",,0,,0,
7627,"Munkád              ","út",,0,,0,
7628,"Murci","dülő",,0,,0,
7634,"Muskátli            ","utca",,0,,0,
7627,"Muskotály           ","utca",,0,,0,
7634,"Muskotály           ","dűlő",,0,,0,
7634,"Must                ","dűlő",,0,,0,
7632,"Nagy Ferenc         ","tér",,0,,0,
7632,"Nagy Imre           ","út",,0,,0,
7624,"Nagy Jenő           ","utca",,0,,0,
7622,"Nagy Lajos          ","utca",,0,,0,
7622,"Nagy Lajos király   ","útja",,-3,,0,
7623,"Nagy Lajos király   ","útja",,1,,3,
7623,"Nagy Lajos király   ","útja",,2,,6,
7632,"Nagyárpádi          ","út",,0,,0,
7622,"Nagybalokány        ","dűlő",,0,,0,
7627,"Nagybányarétivölgy",,,0,,0,
7634,"Nagy-Berki","út",,0,,0,
7635,"Nagydeindol-hegyhát ","dűlő",,0,,0,
7635,"Nagydeindoli        ","utca",,0,,0,
7635,"Nagydeindol-köz     ","dűlő",,0,,0,
7635,"Nagydeindol-tető    ","dűlő",,0,,0,
7621,"Nagyflórián         ","utca",,0,,0,
7630,"Nagyhidi            ","út",,0,,0,
7630,"Nagykozári          ","út",,0,,0,
7634,"Nagy-máli           ","út",,0,,0,
7634,"Nagymegye           ","dűlő",,0,,0,
7627,"Nagymeszes          ","dűlő",,0,,0,
7631,"Nagypostavölgy alsó ",,,0,,0,
7631,"Nagypostavölgy felső",,,0,,0,
7631,"Nagypostavölgyi","út",,0,,0,
7623,"Nagyszeben          ","utca",,0,,0,
7635,"Nagyszkókó          ","köz",,0,,0,
7635,"Nagyszkókói         ","út",,0,,0,
7623,"Nagyvárad           ","utca",,0,,0,
7634,"Nagy-Zsebei         ","út",,0,,0,
7625,"Nap                 ","utca",,0,,0,
7630,"Napkelet","utca",,0,,0,
7631,"Naposdomb           ","utca",,0,,0,
7634,"Napsugár            ","utca",,0,,0,
7624,"Napvirág            ","utca",,0,,0,
7630,"Nárcisz             ","utca",,0,,0,
7634,"Nefelejcs           ","utca",,0,,0,
7634,"Nektár              ","köz",,0,,0,
7631,"Németh Béla         ","utca",,0,,0,
7632,"Németh László       ","utca",,0,,0,
7630,"Németh Márton","utca",,0,,0,
7629,"Nemzetőr            ","utca",,0,,0,
7633,"Nendtvich Andor     ","út",,0,,0,
7628,"Népfront            ","utca",,0,,0,
7636,"Neumann János","utca",,0,,0,
7691,"Nevelő              ","utca","Vasas",0,,0,
7630,"Nevesincs","utca",,0,,0,
7629,"Névtelen            ","utca",,0,,0,
7624,"Nyár                ","köz",,0,,0,
7624,"Nyár                ","utca",,0,,0,
7632,"Nyárfa              ","utca",,0,,0,
7630,"Nyáros","utca",,0,,0,
7625,"Nyíl                ","köz",,0,,0,
7625,"Nyíl                ","utca",,0,,0,
7622,"Nyírfa              ","utca",,0,,0,
7630,"Nyomda","utca",,0,,0,
7634,"Nyugati ipari       ","út",,0,,0,
7632,"Nyugati kőhíd       ","dűlő",,0,,0,
7625,"Nyúl                ","utca",,0,,0,
7635,"Oldal               ","dűlő",,0,,0,
7632,"Olga                ","utca",,0,,0,
7621,"Opris Péter","tér",,0,,0,
7632,"Orgona              ","utca",,0,,0,
7634,"Orom","köz",,0,,0,
7631,"Orom                ","utca",,0,,0,
7626,"Orsolya             ","utca",,0,,0,
7625,"Ótemető             ","utca",,0,,0,
7628,"Óvoda               ","utca",,0,,0,
7635,"Ökörszem            ","dűlő",,0,,0,
7628,"Őr-hegyi","út",,0,,0,
7634,"Örs                 ","utca",,0,,0,
7634,"Őszirózsa           ","utca",,0,,0,
7624,"Őz                  ","utca",,0,,0,
7628,"Őzgida","köz",,0,,0,
7631,"Paál László         ","utca",,0,,0,
7628,"Pacca","dülő",,0,,0,
7624,"Pacsirta            ","utca",,0,,0,
7633,"Páfrány             ","utca",,-1,,0,
7634,"Páfrány             ","utca",,-2,,0,
7691,"Pajtás              ","utca","Vasas",0,,0,
7630,"Palahegy            ","utca",,0,,0,
7630,"Pala-köz",,,0,,0,
7634,"Pálca               ","utca",,0,,0,
7634,"Pálma               ","utca",,0,,0,
7625,"Pálos               ","dűlő",,0,,0,
7632,"Pannónia            ","utca",,0,,0,
7635,"Panoráma","dülő",,0,,0,
7630,"Panoráma            ","utca",,0,,0,
7629,"Papkert             ","utca",,0,,0,
7621,"Papnövelde","köz",,0,,0,
7621,"Papnövelde          ","utca",,0,,0,
7634,"Parány              ","utca",,0,,0,
7691,"Parcsin             ","utca","Vasas",0,,0,
7634,"Park                ","utca",,0,,0,
7634,"Parlag              ","dűlő",,0,,0,
7634,"Pásztor-föld",,,0,,0,
7635,"Páva                ","dűlő",,0,,0,
7634,"Pázmány Péter       ","utca",,0,,0,
7693,"Pázsit              ","utca","Hird",0,,0,
7633,"Péchy Blanka        ","tér",,0,,0,
7627,"Pécsbányatelepi","út",,0,,0,
7628,"Pécsváradi          ","út",,-3,,0,
7630,"Pécsváradi          ","út",,1,,25,
7630,"Pécsváradi          ","út",,2,,10,
7628,"Pék                 ","sor",,0,,0,
7634,"Pelikán             ","dűlő",,0,,0,
7634,"Pellérdi            ","út",,0,,0,
7630,"Pélmonostor         ","utca",,0,,0,
7621,"Perczel Miklós            ","utca",,0,,0,
7628,"Perényi             ","utca",,0,,0,
7631,"Pergekarli          ","dűlő",,0,,0,
7691,"Pernecker István    ","utca","Vasas",0,,0,
7629,"Perr Viktor         ","utca",,0,,0,
7631,"Persely             ","út",,0,,0,
7639,"Péter","puszta",,0,,0,
7625,"Péter               ","utca",,0,,0,
7623,"Petőfi              ","utca",,-3,,0,
7624,"Petőfi              ","utca",,1,,27,
7624,"Petőfi              ","utca",,2,,8,
7691,"Petőfi akna         ",,"Vasas",0,,0,
7622,"Piac                ","tér",,0,,0,
7628,"Picurka ","köz",,0,,0,
7634,"Pillangó            ","dűlő",,0,,0,
7634,"Pince               ","sor",,0,,0,
7628,"Pincemester","dülő",,0,,0,
7628,"Pincemester","köz",,0,,0,
7628,"Pincér","dülő",,0,,0,
7635,"Pinty               ","dűlő",,0,,0,
7622,"Pipacs              ","utca",,0,,0,
7630,"Pipitér","út",,0,,0,
7627,"Piroska             ","utca",,0,,0,
7635,"Pityóka","köz",,0,,0,
7634,"Platán              ","köz",,0,,0,
7634,"Platán              ","utca",,0,,0,
7636,"Polgárszőlő         ","utca",,0,,0,
7633,"Pollack Mihály      ","utca",,0,,0,
7693,"Pór Bertalan        ","utca","Hird",0,,0,
7627,"Pósa Lajos          ","utca",,0,,0,
7631,"Postamester         ","utca",,0,,0,
7631,"Postavölgyi         ","út",,0,,0,
7634,"Prés                ","dűlő",,0,,0,
7630,"Présház             ","utca",,0,,0,
7691,"Puskás Tivadar      ","utca","Vasas",0,,0,
7627,"Puskin              ","tér",,0,,0,
7635,"Puskin              ","utca",,0,,0,
7691,"R.                  ","utca","Vasas",0,,0,
7634,"Rácváros Előtt","egyéb",,0,,0,
7634,"Rácvárosi","út",,0,,0,
7624,"Radnics             ","utca",,0,,0,
7633,"Radnóti Miklós      ","utca",,0,,0,
7632,"Rakéta              ","utca",,0,,0,
7621,"Rákóczi             ","út",,1,,67,
7621,"Rákóczi             ","út",,44,,72,
7622,"Rákóczi             ","út",,-3,,0,
7623,"Rákóczi             ","út",,2,,42,
7626,"Rákóczi             ","út",,69,,77,
7627,"Rákos Lajos         ","utca",,0,,0,
7632,"Regina              ","utca",,0,,0,
7631,"Remény","puszta",,0,,0,
7630,"Remény              ","utca",,0,,0,
7627,"Rengeteg            ","utca",,0,,0,
7634,"Repkény","dülő",,0,,0,
7623,"Rét                 ","utca",,0,,0,
7631,"Rétszél","utca",,0,,0,
7635,"Rezeda ","dülő",,0,,0,
7630,"Rezgő               ","utca",,0,,0,
7630,"Rigó                ","utca",,0,,0,
7627,"Rigóder             ","út",,0,,0,
7627,"Rigóderalja         ","utca",,0,,0,
7626,"Rippl-Rónai         ","utca",,0,,0,
7634,"Rizling             ","dűlő",,0,,0,
7624,"Rodostó             ","utca",,0,,0,
7630,"Róka                ","utca",,0,,0,
7624,"Rókus               ","utca",,0,,0,
7624,"Rókusalja           ","utca",,0,,0,
7634,"Rozmaring           ","utca",,0,,0,
7632,"Rózsa               ","utca",,0,,0,
7635,"Rózsahegyi","út",,0,,0,
7635,"Rózsa-völgyi","út",,0,,0,
7691,"Rücker akna         ",,"Vasas",0,,0,
7691,"S.                  ","utca","Vasas",0,,0,
7624,"Sáfrány             ","utca",,0,,0,
7630,"Ságvári Endre       ","utca",,0,,0,
7624,"Sánc                ","utca",,0,,0,
7626,"Sándor              ","utca",,0,,0,
7634,"Sárgarigó           ","dűlő",,0,,0,
7634,"Sarkantyú           ","utca",,0,,0,
7634,"Sárkánytorok",,,0,,0,
7628,"Sarkos","dülő",,0,,0,
7627,"Sarló               ","utca",,0,,0,
7634,"Sármány             ","dűlő",,0,,0,
7632,"Sarolta             ","utca",,0,,0,
7634,"Sársom-völgy              ",,,0,,0,
7635,"Sas                 ","dűlő",,0,,0,
7691,"Sas                 ","utca","Vasas",0,,0,
7634,"Sáska               ","dűlő",,0,,0,
7630,"Schroll József","utca",,0,,0,
7630,"Schroll József","út",,0,,0,
7627,"Sellő               ","utca",,0,,0,
7627,"Selmecz             ","utca",,0,,0,
7623,"Semmelweis          ","utca",,0,,0,
7635,"Seregély            ","dűlő",,0,,0,
7627,"Sétatér             ","utca",,0,,0,
7622,"Siklósi             ","út",,1,,95,
7622,"Siklósi             ","út",,6,,54,
7632,"Siklósi             ","út",,-3,,0,
7634,"Sirály              ","köz",,0,,0,
7634,"Sirály              ","utca",,0,,0,
7635,"Sólyom              ","dűlő",,0,,0,
7625,"Somfa               ","utca",,1,,7,
7625,"Somfa               ","utca",,2,,6,
7635,"Somfa               ","utca",,-3,,0,
7691,"Somogy              ","utca","Vasas",0,,0,
7622,"Somogyi Béla        ","utca",,0,,0,
7691,"Somoska             ","utca","Vasas",0,,0,
7627,"Sorház              ","utca",,0,,0,
7630,"Sövény              ","utca",,0,,0,
7622,"Sport               ","utca",,0,,0,
7693,"Sportpálya          ",,"Hird",0,,0,
7633,"Stadion             ","utca",,0,,0,
7624,"Steimetz kapitány   ","tér",,0,,0,
7628,"Sudár István        ","utca",,0,,0,
7625,"Surányi Miklós      ","út",,0,,0,
7634,"Sülevölgy           ",,,0,,0,
7693,"Szabadföld          ","utca","Hird",0,,0,
7623,"Szabadság           ","utca",,0,,0,
7628,"Szabadságharc       ","utca",,0,,0,
7634,"Szabártos           ","utca",,0,,0,
7632,"Szabó Ervin         ","tér",,0,,0,
7628,"Szabó István        ","utca",,-3,,0,
7629,"Szabó István        ","utca",,1,,41,
7629,"Szabó István        ","utca",,2,,28,
7623,"Szabó József        ","utca",,0,,0,
7628,"Szabolcs Emlékpark",,,0,,0,
7628,"Szabolcs-Hegyi","út",,0,,0,
7628,"Szabolcsi","szőlőhegy",,0,,0,
7628,"Szabolcsi           ","út",,-3,,0,
7629,"Szabolcsi           ","út",,1,,23,
7629,"Szabolcsi           ","út",,2,,24,
7628,"Szabolcsi alsóhegy",,,0,,0,
7628,"Szabolcsi felsőhegy",,,0,,0,
7628,"Szabolcsi középhegy",,,0,,0,
7634,"Szajkó              ","utca",,0,,0,
7634,"Szalonka            ","dűlő",,0,,0,
7635,"Szamóca             ","dűlő",,0,,0,
7635,"Szaniszló           ","út",,0,,0,
7633,"Szántó Kovács János ","utca",,0,,0,
7627,"Szántó László       ","utca",,0,,0,
7632,"Szántó Tibor        ","utca",,0,,0,
7635,"Szarka              ","dűlő",,0,,0,
7635,"Szarka              ","köz",,0,,0,
7634,"Szarkaláb           ","utca",,0,,0,
7635,"Szarvas             ","dűlő",,0,,0,
7693,"Szatmáry György     ","utca","Hird",0,,0,
7636,"Szaturnusz          ","utca",,0,,0,
7636,"Szaturnusz          ","utca",,0,,0,
7634,"Százszorszép        ","utca",,0,,0,
7627,"Széchenyi","akna",,0,,0,
7621,"Széchenyi           ","tér",,0,,0,
7627,"Szeder              ","utca",,0,,0,
7634,"Szederinda","köz",,0,,0,
7624,"Szegfű              ","utca",,0,,0,
7627,"Székely             ","utca",,0,,0,
7624,"Székely Bertalan    ","utca",,1,,85,
7624,"Székely Bertalan    ","utca",,2,,74,
7635,"Székely Bertalan    ","utca",,-3,,0,
7628,"Széles","út",,0,,0,
7634,"Szellő              ","utca",,0,,0,
7628,"Szélső","út",,0,,0,
7691,"Szemere Bertalan    ","utca","Vasas",0,,0,
7691,"Széna               ","utca","Vasas",0,,0,
7623,"Szendrey Júlia      ","utca",,0,,0,
7628,"Szénhordó","köz",,0,,0,
7628,"Szénispán","útja",,0,,0,
7631,"Szennyvíz","telep",,0,,0,
7627,"Szent Bertalan","út",,0,,0,
7628,"Szent Borbála","utca",,0,,0,
7632,"Szent Erzsébet      ","utca",,0,,0,
7621,"Szent István        ","tér",,2,,16,
7624,"Szent István        ","tér",,1,,21,
7621,"Szent Mór           ","utca",,0,,0,
7625,"Szentágothai János","sétány",,0,,0,
7636,"Szentegyház         ","utca",,0,,0,
7634,"Szentlőrinci        ","út",,0,,0,
7634,"Szentmiklós         ","dűlő",,0,,0,
7621,"Szepessy Ignác      ","utca",,0,,0,
7629,"Szeptember 6.       ","tér",,0,,0,
7629,"Sziebert Róbert     ","utca",,0,,0,
7624,"Szigeti             ","út",,-3,,0,
7633,"Szigeti             ","tanya",,0,,0,
7633,"Szigeti             ","út",,33,,85,
7634,"Szigeti Vám",,,0,,0,
7625,"Szikla              ","utca",,0,,0,
7635,"Sziklás             ","dűlő",,0,,0,
7693,"Sziklavár           ","utca","Hird",0,,0,
7623,"Szilágyi Dezső      ","utca",,0,,0,
7633,"Szilárd Leó","park",,0,,0,
7635,"Szilfa              ","köz",,0,,0,
7628,"Szil-réti","köz",,0,,0,
7632,"Szilva              ","utca",,0,,0,
7635,"Szilvás             ","köz",,0,,0,
7621,"Színház             ","tér",,0,,0,
7630,"Szirom              ","utca",,0,,0,
7631,"Szitakötő           ","utca",,0,,0,
7623,"Szív                ","utca",,0,,0,
7627,"Szivárvány          ","utca",,0,,0,
7635,"Szkókó-tető         ","dűlő",,0,,0,
7635,"Szkókó-tető         ","köz",,0,,0,
7629,"Szondy György       ","utca",,0,,0,
7630,"Szöcske             ","utca",,0,,0,
7634,"Szöcske             ","dűlő",,0,,0,
7634,"Szőlész","köz",,0,,0,
7634,"Szőlész             ","dűlő",,0,,0,
7625,"Szőlő               ","utca",,0,,0,
7628,"Szőlőfej","dülő",,0,,0,
7628,"Szőlőhegyi          ","út",,0,,0,
7633,"Szőnyi Ottó         ","utca",,0,,0,
7691,"Szövetkezet         ","utca","Vasas",0,,0,
7632,"Szövetség           ","utca",,0,,0,
7693,"Szövőgyár           ","utca","Hird",0,,0,
7632,"Sztárai Mihály      ","út",,0,,0,
7634,"Szúnyog             ","dűlő",,0,,0,
7635,"Szurdok             ","dűlő",,0,,0,
7635,"Szurdok             ","köz",,0,,0,
7624,"Szűk","utca",,0,,0,
7628,"Szüret              ","utca",,0,,0,
7624,"Tábor               ","köz",,0,,0,
7624,"Tábor               ","utca",,0,,0,
7624,"Taizs Mihály        ","utca",,0,,0,
7630,"Táltos              ","utca",,0,,0,
7632,"Táncsics Mihály     ","utca",,0,,0,
7628,"Tárna               ","utca",,0,,0,
7693,"Tátika              ","utca","Hird",0,,0,
7627,"Tátra               ","utca",,0,,0,
7624,"Tavasz              ","utca",,0,,0,
7630,"Téglaház            ","dűlő",,0,,0,
7629,"Teleki Blanka       ","utca",,0,,0,
7623,"Temesvár            ","utca",,0,,0,
7632,"Templom             ","tér",,0,,0,
7634,"Templom             ","köz",,0,,0,
7621,"Teréz               ","utca",,0,,0,
7623,"Terracina","tér",,0,,0,
7629,"Testvériség         ","utca",,0,,0,
7632,"Testvérvárosok      ","tere",,0,,0,
7631,"Tető                ","út",,0,,0,
7625,"Tettye              ","dűlő",,0,,0,
