"IRSZ","CíMHELY NEVE","JELLEGE","VÁROSRÉSZ","1.SZÁM","1.JEL","2.SZÁM","2.JEL"
4034,"Halasi                   ","utca",,0,,0,
4031,"Halastó                  ","utca",,0,,0,
4030,"Halász                   ","utca",,0,,0,
4032,"Halász István","utca",,0,,0,
4031,"Hámfa","utca",,0,,0,
4002,"Hanga","utca",,0,,0,
4032,"Hangyás                  ","utca",,0,,0,
4034,"Harangos                 ","utca",,0,,0,
4002,"Harasztos","köz",,0,,0,
4031,"Hargita                  ","utca",,0,,0,
4078,"Harkály                  ","utca","Haláp",0,,0,
4034,"Hármashegy               ","utca",,0,,0,
4225,"Harmat                   ","utca","Józsa",0,,0,
4002,"Harmatfű","utca",,0,,0,
4030,"Hárs                     ","utca",,0,,0,
4031,"Harsona                  ","utca",,0,,0,
4002,"Harsteinkert","utca",,0,,0,
4031,"Határ                    ","utca",,0,,0,
4225,"Hatház                   ","utca","Józsa",0,,0,
4225,"Hátszeg                  ","utca","Józsa",0,,0,
4025,"Hatvan                   ","utca",,0,,0,
4032,"Hatvani István           ","utca",,0,,0,
4031,"Házgyár                  ","utca",,0,,0,
4225,"Hegy                     ","utca","Józsa",0,,0,
4030,"Hegyi Mihályné           ","utca",,0,,0,
4034,"Hegyköz","utca",,0,,0,
4033,"Heltai Jenő              ","utca",,0,,0,
4031,"Herceg                   ","utca",,0,,0,
4033,"Herpay Gábor             ","utca",,0,,0,
4033,"Hetényi János            ","utca",,0,,0,
4034,"Hétvezér                 ","utca",,0,,0,
4033,"Hevesi                   ","utca",,0,,0,
4030,"Híd                      ","utca",,0,,0,
4002,"Hínár","utca",,0,,0,
4002,"Hintós","utca",,0,,0,
4033,"Hodászi Lukács           ","utca",,0,,0,
4034,"Hold                     ","utca",,0,,0,
4002,"Holdsugár","utca",,0,,0,
4002,"Holdvilág","utca",,0,,0,
4024,"Holló János              ","utca",,0,,0,
4031,"Holló László             ","sétány",,0,,0,
4034,"Holló László             ","utca",,0,,0,
4032,"Hollós                   ","utca",,0,,0,
4028,"Homok                    ","utca",,0,,0,
4225,"Homokhát                 ","utca","Józsa",0,,0,
4030,"Homokkert                ","utca",,0,,0,
4034,"Honti                    ","utca",,0,,0,
4026,"Honvéd                   ","utca",,0,,0,
4027,"Honvédtemető             ","utca",,0,,0,
4002,"Hópihe","utca",,0,,0,
4030,"Horgász                  ","utca",,0,,0,
4026,"Hortobágy                ","utca",,0,,0,
4030,"Horváth Árpád            ","utca",,0,,0,
4034,"Hóvirág                  ","utca",,0,,0,
4002,"Hőforrás","utca",,0,,0,
4027,"Hősök                    ","útja",,0,,0,
4002,"Hullám","utca",,0,,0,
4030,"Hun                      ","utca",,0,,0,
4030,"Hungária                 ","utca",,0,,0,
4026,"Hunyadi János            ","utca",,0,,0,
4002,"Hunyor","utca",,0,,0,
4033,"Huszár Gál               ","utca",,-2,,0,
4034,"Huszár Gál               ","utca",,-1,,0,
4033,"Hüvelyes                 ","utca",,0,,0,
4027,"Ibolya                   ","utca",,0,,0,
4027,"Ifjúság                  ","utca",,0,,0,
4002,"Iglice","utca",,0,,0,
4030,"Igló                     ","utca",,0,,0,
4030,"Igric                    ","utca",,0,,0,
4030,"Ildikó                   ","utca",,0,,0,
4032,"Illyés Gyula             ","utca",,0,,0,
4033,"Ilona                    ","utca",,0,,0,
4002,"Inda","utca",,0,,0,
4024,"Iparkamara               ","utca",,0,,0,
4031,"Ipoly","utca",,0,,0,
4034,"Irányi Dániel            ","utca",,0,,0,
4033,"Irén                     ","utca",,0,,0,
4002,"Iringó","utca",,0,,0,
4024,"Irinyi                   ","utca",,0,,0,
4025,"Iskola                   ","utca",,0,,0,
4025,"Ispotály                 ","utca",,0,,0,
4031,"István                   ","út",,0,,0,
4031,"István király","tér",,0,,0,
4002,"Izabella","utca",,0,,0,
